name;doi;citation
taxize;"10.1126/science.aaf8957";"Liang, J., Crowther, T. W., Picard, N., Wiser, S., Zhou, M., Alberti, G., et al. (2016). Positive biodiversity-productivity relationship predominant in global forests. Science, 354(6309), aaf8957–aaf8957. <https://doi.org/10.1126/science.aaf8957>"
ropensci;"10.1111/jors.12293";"Lovelace, R. (2016).  The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences , by Rob Kitchin. 2014. Thousand Oaks, California: Sage Publications. 222+xvii. ISBN: 978-1446287484, $100. . Journal of Regional Science, 56(4), 722–723. <https://doi.org/10.1111/jors.12293>"
stplanr;;"Lovelace, R., Goodman, A., Aldred, R., Berkoff, N., Abbas, A., & Woodcock, J. (2015). The Propensity to Cycle Tool: An open source online system for sustainable transport planning. arXiv preprint arXiv:1509.04425 <http://arxiv.org/abs/1509.04425>"
ropensci;;"MacDonald, A. A. M. (2016). Abiotic and biotic factors creating variation among bromeliad communities (Doctoral dissertation, University of British Columbia). <https://open.library.ubc.ca/cIRcle/collections/ubctheses/24/items/1.0308741>"
rAltmetric;"10.1177/0886260516657914";"Madden, K., Evaniew, N., Scott, T., Domazetoska, E., Dosanjh, P., Li, C. S., … Sprague, S. (2016). Knowledge Dissemination of Intimate Partner Violence Intervention Studies Measured Using Alternative Metrics: Results From a Scoping Review. Journal of Interpersonal Violence. <https://doi.org/10.1177/0886260516657914>"
plotly;"10.1101/070144";"Meyer, A. G. (2016). Analysis of infection biomarkers within a Bayesian framework reveals their role in pneumococcal pneumonia diagnosis in HIV patients. <https://doi.org/10.1101/070144>"
rotl;"10.1111/2041-210x.12593";"Michonneau, F., Brown, J. W., & Winter, D. J. (2016). rotl: an R package to interact with the Open Tree of Life data. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.12593>"
traits;"10.1111/2041-210x.12593";"Michonneau, F., Brown, J. W., & Winter, D. J. (2016). rotl: an R package to interact with the Open Tree of Life data. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.12593>"
gender;"10.1371/journal.pone.0165367";"Mihaljević-Brandt, H., Santamaría, L., & Tullney, M. (2016). The Effect of Gender in the Publication Patterns in Mathematics. PLOS ONE, 11(10), e0165367. <https://doi.org/10.1371/journal.pone.0165367>"
taxize;"10.1007/s00468-016-1442-1";"Nath, C. D., Munoz, F., Pélissier, R., Burslem, D. F. R. P., & Muthusankar, G. (2016). Growth rings in tropical trees: role of functional traits, environment, and phylogeny. Trees. <https://doi.org/10.1007/s00468-016-1442-1>"
taxize;"10.1111/2041-210x.12600";"Niedballa, J., Sollmann, R., Courtiol, A., & Wilting, A. (2016). camtrapR: an R package for efficient camera trap data management. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.12600>"
ropensci;;"O'Neill, Jill (2016) NISO Recommended Practice: Outputs of the Alternative Assessment Metrics Project. Collaborative Librarianship: Vol. 8: Iss. 3, Article 4. <http://digitalcommons.du.edu/collaborativelibrarianship/vol8/iss3/4>"
ropensci;"10.3201/eid2108.141156";"Olson, S. H., Benedum, C. M., Mekaru, S. R., Preston, N. D., Mazet, J. A. K., Joly, D. O., & Brownstein, J. S. (2015). Drivers of Emerging Infectious Disease Events as a Framework for Digital Detection. Emerging Infectious Diseases, 21(8), 1285–1292. <https://doi.org/10.3201/eid2108.141156>"
ropensci;"10.1016/j.enpol.2016.11.046";"Pfenninger, S., DeCarolis, J., Hirth, L., Quoilin, S., & Staffell, I. (2017). The importance of open data and software: Is energy research lagging behind? Energy Policy, 101, 211–215. <https://doi.org/10.1016/j.enpol.2016.11.046>"
webchem;"10.1016/j.jmgm.2016.07.008";"Pirhadi, S., Sunseri, J., & Koes, D. R. (2016). Open Source Molecular Modeling. Journal of Molecular Graphics and Modelling. <https://doi.org/10.1016/j.jmgm.2016.07.008>"
rgbif;"10.1186/s12862-016-0752-7";"Sanyal, A., & Decocq, G. (2016). Adaptive evolution of seed oil content in angiosperms: accounting for the global patterns of seed oils. BMC Evolutionary Biology, 16(1). <https://doi.org/10.1186/s12862-016-0752-7>"
taxize;"10.1101/065425";"Sclavi, B., & Herrick, J. (2016). Genome size variation and species diversity in salamander families. <https://doi.org/10.1101/065425>"
RSelenium;;"Silva, D., Meireles, F. (2015). Ciência Política na era do Big Data: automação na coleta de dados digitais. Politica Hoje, v.2, (pp. 87-102) <https://github.com/meirelesff/meirelesff.github.io/raw/master/files/bigdata2016.pdf>"
pangaear;;"Simpson, Gavin. 2016. Pangaea and R and open palaeo data. <http://www.fromthebottomoftheheap.net/2016/12/16/pangaea-r-open-palaeo-data/>"
paleobioDB;"10.1016/j.ympev.2016.09.017";"Springer, M. S., Emerling, C. A., Meredith, R. W., Janečka, J. E., Eizirik, E., & Murphy, W. J. (2016). Waking the undead: implications of a soft explosive model for the timing of placental mammal diversification. Molecular Phylogenetics and Evolution. <https://doi.org/10.1016/j.ympev.2016.09.017>"
geonames;;"Ummel, K. (2012). CARMA revisited: an updated database of carbon dioxide emissions from power plants worldwide. Center for Global Development Working Paper, (304). <http://www.cgdev.org/publication/carma-revisited-updated-database-carbon-dioxide-emissions-power-plants-worldwide-working>"
taxize;"10.1111/evo.13012";"Vincze, O. (2016). Light enough to travel or wise enough to stay? Brain size evolution and migratory behaviour in birds. Evolution. <https://doi.org/10.1111/evo.13012>"
taxize;"10.1111/jvs.12432";"Wagner, V. (2016). A review of software tools for spell-checking taxon names in vegetation databases. Journal of Vegetation Science. <https://doi.org/10.1111/jvs.12432>"
gender;;"Wais, Kamil. 2016. Gender Prediction Methods Based on First Names with genderizeR. R JOURNAL 8.1, 17-37. <https://journal.r-project.org/archive/accepted/wais.pdf>"
USABoundaries;"10.1007/s40980-016-0029-1";"Walker, K. E. (2016). Tools for Interactive Visualization of Global Demographic Concepts in R. Spatial Demography, 4(3), 207–220. <https://doi.org/10.1007/s40980-016-0029-1>"
plotly;;"Walker, Kyle. (in press). tigris: An R Package to Access and Work with Geographic Data from the US Census Bureau. <https://journal.r-project.org/archive/accepted/walker.pdf>"
taxize;"10.1093/aob/mcw118";"Weber, M. G., Porturas, L. D., & Taylor, S. A. (2016). Foliar nectar enhances plant–mite mutualisms: the effect of leaf sugar on the control of powdery mildew by domatia-inhabiting mites. Annals of Botany, mcw118. <https://doi.org/10.1093/aob/mcw118>"
rfigshare;;"Winslow, L. A., Chamberlain, S., Appling, A. P., & Read, J. S. sbtools: A Package Connecting R to Cloud-based Data for Collaborative Online Research. <https://journal.r-project.org/archive/2016-1/winslow-chamberlain-appling-etal.pdf>"
ckanr;;"Winslow, L. A., Chamberlain, S., Appling, A. P., & Read, J. S. sbtools: A Package Connecting R to Cloud-based Data for Collaborative Online Research. <https://journal.r-project.org/archive/2016-1/winslow-chamberlain-appling-etal.pdf>"
taxize;"10.1111/jvs.12419";"Wiser, S. K. (2016). Achievements and challenges in the integration, reuse and synthesis of vegetation plot data. Journal of Vegetation Science. <https://doi.org/10.1111/jvs.12419>"
traits;"10.1111/gcbb.12420";"LeBauer, D., Kooper, R., Mulrooney, P., Rohde, S., Wang, D., Long, S. P., & Dietze, M. C. (2017). BETYdb: a yield, trait, and ecosystem service database applied to second‐generation bioenergy feedstock production. GCB Bioenergy. <https://doi.org/10.1111/gcbb.12420>"
geojsonio;;"Nishida, Kan. 2017. Making Maps for Canada’s Provisions and Census Divisions in R. <https://blog.exploratory.io/making-maps-for-canadas-provisions-and-census-divisions-in-r-c189b88ccd8a#.gzi5khrh6>"
rAltmetric;;"Sonkkila, Tuja. 2017. Semi-automatic IT at work. <https://blogs.aalto.fi/suoritin/2017/01/02/impact/>"
rgbif;"10.3897/phytokeys.74.9723";"Gilles, D., Zaiss, R., Blach-Overgaard, A., Catarino, L., Damen, T., Deblauwe, V., et al. (2016). RAINBIO: a mega-database of tropical African vascular plants distributions. PhytoKeys, 74, 1–18. <https://doi.org/10.3897/phytokeys.74.9723>"
rgbif;"10.1093/jxb/erw451";"Lundgren, M. R., & Christin, P.-A. (2016). Despite phylogenetic effects, C3-C4 lineages bridge the ecological gap to C4 photosynthesis. Journal of Experimental Botany, erw451. <https://doi.org/10.1093/jxb/erw451>"
taxize;"10.1093/bib/bbw122";"Galata, V., Backes, C., Laczny, C. C., Hemmrich-Stanisak, G., Li, H., Smoot, L., et al. (2016). Comparing genome versus proteome-based identification of clinical bacterial isolates. Briefings in Bioinformatics, bbw122. <https://doi.org/10.1093/bib/bbw122>"
bold;"10.1111/ecog.02623", "Hassall, C., Owen, J., & Gilbert, F. (2016). Phenological shifts in hoverflies (Diptera: Syrphidae): linking measurement and mechanism. Ecography. <https://doi.org/10.1111/ecog.02623>"
rentrez;"10.1890/es14-00402.1";"Hampton, S. E., Anderson, S. S., Bagby, S. C., Gries, C., Han, X., Hart, E. M., et al. (2015). The Tao of open science for ecology. Ecosphere, 6(7), art120. <https://doi.org/10.1890/es14-00402.1>"
rentrez;"10.1371/journal.pcbi.1003472";"Nguyen, N. T., Zhang, X., Wu, C., Lange, R. A., Chilton, R. J., Lindsey, M. L., & Jin, Y.-F. (2014). Integrative Computational and Experimental Approaches to Establish a Post-Myocardial Infarction Knowledge Map. PLoS Computational Biology, 10(3), e1003472. <https://doi.org/10.1371/journal.pcbi.1003472>"
rotl;"10.1111/jfb.13195";"Killen, S. S., Norin, T., & Halsey, L. G. (2016). Do method and species lifestyle affect measures of maximum metabolic rate in fishes? Journal of Fish Biology. <https://doi.org/10.1111/jfb.13195>"
rotl;"10.1038/sdata.2016.56";"Estrada-Peña, A., & de la Fuente, J. (2016). Species interactions in occurrence data for a community of tick-transmitted pathogens. Scientific Data, 3, 160056. <https://doi.org/10.1038/sdata.2016.56>"
fulltext;;"Bauer, P. C., Barbera, P., & Munzert, S. (2016). The Quality of Citations: Towards Quantifying Qualitative Impact in Social Science Research. <https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2874549>"
rcrossref;;"Bauer, P. C., Barbera, P., & Munzert, S. (2016). The Quality of Citations: Towards Quantifying Qualitative Impact in Social Science Research. <https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2874549>"
rsnps;"10.1093/molbev/msw004";"Mackinnon, M. J., Ndila, C., Uyoga, S., Macharia, A., Snow, R. W., Band, G., et al. (2016). Environmental Correlation Analysis for Genes Associated with Protection against Malaria. Molecular Biology and Evolution, 33(5), 1188–1204. <https://doi.org/10.1093/molbev/msw004>"
rsnps;;"Söderholm, S. (2016). The Complex Genetics of Multiple Sclerosis: A preliminary study of MS-associated SNPs prior to a larger genotyping project. <http://www.diva-portal.org/smash/record.jsf?pid=diva2%3A939390&dswid=-3564>"
geonames;"10.17713/ajs.v45i1.88";"Kolb, J.-P. (2016). Visualizing GeoData with R. Austrian Journal of Statistics, 45(1), 45. <https://doi.org/10.17713/ajs.v45i1.88>"
geonames;;"Kevin Ummel. 2012. “CARMA Revisited: An Updated Database of Carbon Dioxide Emissions from Power Plants Worldwide.” CGD Working Paper 304. Washington, D.C.: Center for Global Development. <http://www.cgdev.org/content/publications/detail/1426429>"
ropenaq;;"Munkhbat, Oyungerel. 2017. Putting a magnifying glass on air pollution. The UB Post. <http://theubpost.mn/2017/01/12/putting-a-magnifying-glass-on-air-pollution>"
taxize;;"Lucas, T. C. (2016). The role of population structure and size in determining bat pathogen richness (Doctoral dissertation, UCL (University College London)). <http://discovery.ucl.ac.uk/1531925/>"
rnoaa;;"Rebecca Cain. (2015). NCDC API: an R Interface with many NOAA Data Sources. <http://spatialecology.weebly.com/r-code--data/34>"
ropensci;"10.1038/nj7638-563a";"Baker, M. (2017). Scientific computing: Code alert. Nature, 541(7638), 563–565. <https://doi.org/10.1038/nj7638-563a>"
brranching;"10.1038/nature21027";"Mayor, J. R., Sanders, N. J., Classen, A. T., Bardgett, R. D., Clément, J.-C., Fajardo, A., et al. (2017). Elevation alters ecosystem properties across temperate treelines globally. Nature, 542(7639), 91–95. <https://doi.org/10.1038/nature21027> "
taxize;;"Szöcs, E. (2017). Statistical eco (-toxico) logy: improving the utilisation of data for environmental risk assessment (Doctoral dissertation, Dissertation, Landau, Universität Koblenz-Landau, Campus Landau, 2017). <https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1124465774>"
taxize;"10.1111/2041-210x.12753";"Réjou-Méchain, M., Tanguy, A., Piponiot, C., Chave, J., & Hérault, B. (2017). BIOMASS: An R Package for estimating aboveground biomass and its uncertainty in tropical forests. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.12753>"
ropensci;;"Puschmann, C., & Ausserhofer, J. (2017). Social Data APIs. <http://cbpuschmann.net/pubs/social_data_apis.pdf>"
rerddap;"10.1371/journal.pone.0172705";"Shabangu, F. W., Yemane, D., Stafford, K. M., Ensor, P., & Findlay, K. P. (2017). Modelling the effects of environmental conditions on the acoustic occurrence and behaviour of Antarctic blue whales. PLOS ONE, 12(2), e0172705. <https://doi.org/10.1371/journal.pone.0172705>"
rfishbase;"10.1007/s10641-017-0584-3";"Bezerra, L. A. V., Padial, A. A., Mariano, F. B., Garcez, D. S., & Sánchez-Botero, J. I. (2017). Fish diversity in tidepools: assembling effects of environmental heterogeneity. Environmental Biology of Fishes. <https://doi.org/10.1007/s10641-017-0584-3>"
taxize;"10.7717/peerj.3044";"O’Donnell JL, Kelly RP, Shelton AO, Samhouri JF, Lowell NC, Williams GD. (2017) Spatial distribution of environmental DNA in a nearshore marine habitat. PeerJ 5:e3044 <https://doi.org/10.7717/peerj.3044>"
taxize;"10.1016/j.watres.2017.02.057";"Mohiuddin, M. M., Salama, Y., Schellhorn, H. E., & Golding, G. B. (2017). Shotgun metagenomic sequencing reveals freshwater beach sands as reservoir of bacterial pathogens. Water Research. <https://doi.org/10.1016/j.watres.2017.02.057>"
rgbif;"10.1371/journal.pntd.0005420";"Rai, K., Bhattarai, N. R., Vanaerschot, M., Imamura, H., Gebru, G., Khanal, B., … Van der Auwera, G. (2017). Single locus genotyping to track Leishmania donovani in the Indian subcontinent: Application in Nepal. PLOS Neglected Tropical Diseases, 11(3), e0005420. <https://doi.org/10.1371/journal.pntd.0005420>"
rplos;;"The WIPO Manual on Open Source Patent Analytics: Scientific Literature with Rplos, <https://wipo-analytics.github.io/scientific-literature-with-rplos.html>"
plotly;;"The WIPO Manual on Open Source Patent Analytics: Patent Analytics with Plotly, <https://wipo-analytics.github.io/patent-analytics-with-plotly.html>"
rfishbase;;"Allen, P. E., Barquero, M. D., Bermúdez, E., Calderón, J. C., Hilje, B., Pineda, W., ... & Chacón-Madrigal, E. (2017). Calling for more accurate information in aquarium trade: analysis of live-fish import permits in Costa Rica. Chicago <http://www.reabic.net/journals/mbi/2017/Accepted/MBI_2017_Allen_etal_correctedproof.pdf>"
taxize;"10.1371/journal.pone.0176343";"Andruszkiewicz, E. A., Starks, H. A., Chavez, F. P., Sassoubre, L. M., Block, B. A., & Boehm, A. B. (2017). Biomonitoring of marine vertebrates in Monterey Bay using eDNA metabarcoding. PLOS ONE, 12(4), e0176343. <https://doi.org/10.1371/journal.pone.0176343>"
rgbif;"10.1111/mec.14123";"Balao, F., Trucchi, E., Wolfe, T., Hao, B.-H., Lorenzo, M. T., Baar, J., … Paun, O. (2017). Adaptive sequence evolution is driven by biotic stress in a pair of orchid species (Dactylorhiza) with distinct ecological optima. Molecular Ecology. <https://doi.org/10.1111/mec.14123>"
ropensci;;"Baumer, B. S. (2017). A Grammar for Reproducible and Painless Extract-Transform-Load Operations on Medium Data. arXiv preprint arXiv:1708.07073. <https://arxiv.org/pdf/1708.07073.pdf>"
rredlist;"10.3897/BDJ.5.e20530";"Cardoso P (2017) red - an R package to facilitate species red list assessments according to the IUCN criteria. Biodiversity Data Journal 5: e20530. <https://doi.org/10.3897/BDJ.5.e20530>"
rgbif;"10.1111/ele.12753";"Carvajal-Endara, S., Hendry, A. P., Emery, N. C., & Davies, T. J. (2017). Habitat filtering not dispersal limitation shapes oceanic island floras: species assembly of the Galápagos archipelago. Ecology Letters, 20(4), 495–504. <https://doi.org/10.1111/ele.12753>"
rgbif;"10.1038/s41477-017-0019-3";"Mounce, R., Smith, P., & Brockington, S. (2017). Ex situ conservation of plant diversity in the world’s botanic gardens. Nature Plants, 3(10), 795–802. <https://doi.org/10.1038/s41477-017-0019-3>"
taxize;"10.7717/peerj.3729";"Olson, N. D., Zook, J. M., Morrow, J. B., & Lin, N. J. (2017). Challenging a bioinformatic tool’s ability to detect microbial contaminants using in silico whole genome sequencing data. PeerJ, 5, e3729. <https://doi.org/10.7717/peerj.3729>"
taxize;"10.1111/1365-2435.12899";"Ordano, M., Blendinger, P. G., Lomáscolo, S. B., Chacoff, N. P., Sánchez, M. S., Núñez Montellano, M. G., … Valoy, M. (2017). The role of trait combination in the conspicuousness of fruit display among bird-dispersed plants. Functional Ecology. <https://doi.org/10.1111/1365-2435.12899>"
worrms;"10.1371/journal.pone.0175739";"O’Hara, C. C., Afflerbach, J. C., Scarborough, C., Kaschner, K., & Halpern, B. S. (2017). Aligning marine species range data to better serve science and conservation. PLOS ONE, 12(5), e0175739. <https://doi.org/10.1371/journal.pone.0175739>"
ropensci;"10.1016/j.compenvurbsys.2017.05.003";"Palomino, J., Muellerklein, O. C., & Kelly, M. (2017). A review of the emergent ecosystem of collaborative geospatial tools for addressing environmental challenges. Computers, Environment and Urban Systems, 65, 79–92. <https://doi.org/10.1016/j.compenvurbsys.2017.05.003>"
taxize;;"Smits, P. D. (2017). Remodeling the Fossil Record: Analysis of Emergent Evolutionary and Ecological Patterns (Doctoral dissertation, The University of Chicago). <https://search.proquest.com/openview/2a353f0e54c8c3ee37a0d8d2bcd8ad6d/1?pq-origsite=gscholar&cbl=18750&diss=y>"
magick;"10.5194/essd-2017-52";"Stachelek, J., Ford, C., Kincaid, D., King, K., Miller, H., & Nagelkirk, R. (2017). The National Eutrophication Survey: lake characteristics and historical nutrient concentrations. Earth System Science Data Discussions, 1–11. <https://doi.org/10.5194/essd-2017-52>"
tesseract;"10.5194/essd-2017-52";"Stachelek, J., Ford, C., Kincaid, D., King, K., Miller, H., & Nagelkirk, R. (2017). The National Eutrophication Survey: lake characteristics and historical nutrient concentrations. Earth System Science Data Discussions, 1–11. <https://doi.org/10.5194/essd-2017-52>"
rfishbase;"10.1038/sdata.2017.141";"Tedesco, P. A., Beauchard, O., Bigorne, R., Blanchet, S., Buisson, L., Conti, L., … Oberdorff, T. (2017). A global database on freshwater fish species occurrence in drainage basins. Scientific Data, 4, 170141. <https://doi.org/10.1038/sdata.2017.141>"
ckanr;;"Williams, G. J. (2017). The Essentials of Data Science: Knowledge Discovery Using R. CRC Press. Chicago <https://www.crcpress.com/The-Essentials-of-Data-Science-Knowledge-Discovery-Using-R/Williams/p/book/9781498740005>"
rgbif;"10.1002/ece3.3163";"Alfsnes, K., Leinaas, H. P., & Hessen, D. O. (2017). Genome size in arthropods: different roles of phylogeny, habitat and life history in insects and crustaceans. Ecology and Evolution. <https://doi.org/10.1002/ece3.3163>"
spocc;"10.1002/ece3.3163";"Alfsnes, K., Leinaas, H. P., & Hessen, D. O. (2017). Genome size in arthropods: different roles of phylogeny, habitat and life history in insects and crustaceans. Ecology and Evolution. <https://doi.org/10.1002/ece3.3163>"
taxize;"10.1111/oik.04507";"Bartomeus, I., Cariveau, D. P., Harrison, T., & Winfree, R. (2017). On the inconsistency of pollinator species traits for predicting either response to land-use change or functional contribution. Oikos. <https://doi.org/10.1111/oik.04507>"
taxize;"10.1101/072132";"Bartomeus, I., Cariveau, D., Harrison, T., & Winfree, R. (2016). On the inconsistency of pollinator species traits for predicting either response to agricultural intensification or functional contribution. <https://doi.org/10.1101/072132>"
rgbif;"10.7287/peerj.preprints.3304v1";"Chamberlain SA, Boettiger C. (2017) R Python, and Ruby clients for GBIF species occurrence data. PeerJ Preprints 5:e3304v1 <https://doi.org/10.7287/peerj.preprints.3304v1>"
textreuse;;"Funk, K. R., & Mullen, L. A. (2017). The Spine of American Law: Digital Text Analysis and US Legal Practice. <https://files.osf.io/v1/resources/xup2h/providers/osfstorage/596688e26c613b00446ff69e?action=download&version=3&direct>"
rplos;"10.1007/s11192-017-2330-1";"Gálvez, R. H. (2017). Assessing author self-citation as a mechanism of relevant knowledge diffusion. Scientometrics. <https://doi.org/10.1007/s11192-017-2330-1>"
bomrang;"10.21105/joss.00411";"H Sparks, A., Padgham, M., Parsonage, H., & Pembleton, K. (2017). bomrang: Fetch Australian Government Bureau of Meteorology Data in R. The Journal of Open Source Software, 2(17). <https://doi.org/10.21105/joss.00411>"
rentrez;;"Lee, Y. Y., Foster, E. D., Polley, D. E., & Odell, J. Using the 'rentrez' R Package to Identify Repository Records for NCBI LinkOut. Chicago. Code4lib Journal. <http://journal.code4lib.org/articles/12792>"
ropensci;;"Lee, Y. Y., Foster, E. D., Polley, D. E., & Odell, J. Using the 'rentrez' R Package to Identify Repository Records for NCBI LinkOut. Chicago. Code4lib Journal. <http://journal.code4lib.org/articles/12792>"
ropensci;"10.3390/su9050858";"Lehmann, A., Chaplin-Kramer, R., Lacayo, M., Giuliani, G., Thau, D., Koy, K., … Jr., R. S. (2017). Lifting the Information Barriers to Address Sustainability Challenges with Data from Physical Geography and Earth Observation. Sustainability, 9(6), 858. <https://doi.org/10.3390/su9050858>"
taxize;"10.1016/j.jviromet.2017.08.016";"Leung, W. T. M., Thomas-Walters, L., Garner, T. W. J., Balloux, F., Durrant, C., & Price, S. J. (2017). A quantitative-PCR based method to estimate ranavirus viral load following normalisation by reference to an ultraconserved vertebrate target. Journal of Virological Methods. <https://doi.org/10.1016/j.jviromet.2017.08.016>"
taxize;;"Love-Anderegg, L. D. (2017). On the variation of traits and tree range constraints (Doctoral dissertation, The University of Washington). <https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/39962/LoveAnderegg_washington_0250E_17084.pdf?sequence=1>"
rgbif;"10.1007/s12526-017-0740-1";"Ludt, W. B., Morgan, L., Bishop, J., & Chakrabarty, P. (2017). A quantitative and statistical biological comparison of three semi-enclosed seas: the Red Sea, the Persian (Arabian) Gulf, and the Gulf of California. Marine Biodiversity. <https://doi.org/10.1007/s12526-017-0740-1>"
taxize;"10.1016/j.anbehav.2017.02.017";"Malcolm F. Rosenthal, Matthew Gertler, Angela D. Hamilton, Sonal Prasad, Maydianne C.B. Andrade, Taxonomic bias in animal behaviour publications. Animal Behaviour, Volume 127, 2017, pgs. 83-89. <https://doi.org/10.1016/j.anbehav.2017.02.017>"
rAltmetric;"10.1108/oir-02-2016-0058";"Na, J.-C., & Ye, Y. E. (2017). Content Analysis of Scholarly Discussions of Psychological Academic Articles on Facebook. Online Information Review, 41(3). <https://doi.org/10.1108/oir-02-2016-0058>"
taxize;"10.1016/j.celrep.2017.08.066";"Reznik, E., Christodoulou, D., Goldford, J. E., Briars, E., Sauer, U., Segrè, D., & Noor, E. (2017). Genome-Scale Architecture of Small Molecule Regulatory Networks and the Fundamental Trade-Off between Regulation and Enzymatic Activity. Cell Reports, 20(11), 2666–2677. <https://doi.org/10.1016/j.celrep.2017.08.066>"
rgbif;"10.3897/rio.3.e13414";"Vanderhoeven, S., Adriaens, T., Desmet, P., Strubbe, D., Backeljau, T., Barbier, Y., … Groom, Q. (2017). Tracking Invasive Alien Species (TrIAS): Building a data-driven framework to inform policy. Research Ideas and Outcomes, 3, e13414. <https://doi.org/10.3897/rio.3.e13414>"
spocc;"10.3897/rio.3.e13414";"Vanderhoeven, S., Adriaens, T., Desmet, P., Strubbe, D., Backeljau, T., Barbier, Y., … Groom, Q. (2017). Tracking Invasive Alien Species (TrIAS): Building a data-driven framework to inform policy. Research Ideas and Outcomes, 3, e13414. <https://doi.org/10.3897/rio.3.e13414>"
rgbif;"10.1038/sdata.2017.49";"Aedo, C., & Pando, F. (2017). A distribution and taxonomic reference dataset of Geranium in the New World. Scientific Data, 4, 170049. <https://doi.org/10.1038/sdata.2017.49>"
rplos;;"Bakker, M., van Assen, M. A. L. M., Crompvoets, E. A. V., Ong, H. H., & Soderberg, C. K. Restriction of opportunistic use of researcher degrees of freedom in pre-registrations on the Open Science Framework. THE HUMAN FALLIBILITY OF SCIENTISTS, 105. <https://psyarxiv.com/g8cjq/download?format=pdf#page=105>"
ropensci;;"Brown, G., Kennedy, M., Sherin, A., Appletans, W., Mills, E. L., & Lavoilette, L. (2017). NSIS and Atlantic Ecosystems Initiative to make data accessible-one dataset at a time. Proceedings of the Nova Scotian Institute of Science. <http://dalspace.library.dal.ca/bitstream/handle/10222/72817/Brown%20Kennedy%20Sherin%20Appeltans%20Mills%20%20Laviolette%20PNSIS%2049.1.pdf?sequence=1>"
rgbif;"10.1073/pnas.1706756114";"Cardoso, D., Särkinen, T., Alexander, S., Amorim, A. M., Bittrich, V., Celis, M., … Forzza, R. C. (2017). Amazon plant diversity revealed by a taxonomically verified species list. Proceedings of the National Academy of Sciences, 201706756. <https://doi.org/10.1073/pnas.1706756114>"
rgbif;"10.1111/ddi.12593";"Duffy, G. A., Coetzee, B. W. T., Latombe, G., Akerman, A. H., McGeoch, M. A., & Chown, S. L. (2017). Barriers to globally invasive species are weakening across the Antarctic. Diversity and Distributions. <https://doi.org/10.1111/ddi.12593>"
brranching;"10.1007/s00442-017-3930-4";"Giroldo, A. B., Scariot, A., & Hoffmann, W. A. (2017). Trait shifts associated with the subshrub life-history strategy in a tropical savanna. Oecologia. <https://doi.org/10.1007/s00442-017-3930-4>"
ropensci;;"Katz, D. S., Niemeyer, K. E., Gesing, S., Hwang, L., Bangerth, W., Hettrick, S., ... & Allen, A. (2017). Report on the Fourth Workshop on Sustainable Software for Science: Practice and Experiences (WSSSPE4). arXiv preprint arXiv:1705.02607. <https://arxiv.org/abs/1705.02607>"
ropensci;;"Lahti, L, J. Huovari, M. Kainu, and P. Biecek. 2017. Retrieval and Analysis of Eurostat Open Data with the eurostat package. The R Journal. <https://journal.r-project.org/archive/2017/RJ-2017-019/index.html>"
ropensci;"10.3897/rio.3.e13593";"Lahti, L., da Silva, F., Laine, M., Lähteenoja, V., & Tolonen, M. (2017). Alchemy &amp: algorithms: perspectives on the philosophy and history of open science. Research Ideas and Outcomes, 3, e13593. <https://doi.org/10.3897/rio.3.e13593>"
rplos;"10.1016/j.joi.2017.08.003";"Li, K., Yan, E., & Feng, Y. (2017). How is R cited in research outputs? Structure, impacts, and citation standard. Journal of Informetrics, 11(4), 989–1002. <https://doi.org/10.1016/j.joi.2017.08.003>"
ropensci;"10.3897/rio.3.e13589";"Mounce, R., Murray-Rust, P., & Wills, M. (2017). A machine-compiled microbial supertree from figure-mining thousands of papers. Research Ideas and Outcomes, 3, e13589. <https://doi.org/10.3897/rio.3.e13589>"
ropensci;"10.3768/rtipress.2017.bk.0020.1708";"Pellizzari, E., Lohr, K., Blatecky, A., & Creel, D. (2017). Reproducibility: A primer on semantics and implications for research. (RTI Press Publication No. BK-0020-1708). Research Triangle Park, NC: RTI Press. <https://doi.org/10.3768/rtipress.2017.bk.0020.1708>"
taxize;"10.1111/jbi.12971";"Power, S. C., Anthony Verboom, G., Bond, W. J., & Cramer, M. D. (2017). Environmental correlates of biome-level floristic turnover in South Africa. Journal of Biogeography. <https://doi.org/10.1111/jbi.12971>"
ropensci;;"Swani, L., & Tyagi, P. (2017). Dockerization (Replacement of VMs). International Research Journal of Engineering and Technology. <https://www.irjet.net/archives/V4/i7/IRJET-V4I7650.pdf>"
rAltmetric;;"Vogler, E., Schindler, C., Botte, A., & Rittberger, M. (2017, March). Are Altmetrics Effective in Transdisciplinary Research Fields?. In Everything Changes, Everything Stays the Same? Understanding Information Spaces. Proceedings of the 15th International Symposium of Information Science (ISI 2017)-(isi2017). Humboldt-Universität zu Berlin. <http://edoc.hu-berlin.de/conferences/isi2017/vogler-elisabeth-203/PDF/vogler.pdf>"
